Geography2,CalendarYear2,Water_System,PWSID_Number,Mean_Concentration,Concentration_Unit,People_Served,County_Code2
Northampton,2003,E BANGOR MUN AUTHORITY,PA3480049,0.25,µg/L,"1,200",95
Northampton,2003,ROYAL OAKS MHP,PA3480044,0.7,µg/L,100,95
Northampton,2003,RIVERSEDGE,PA3480035,0.7,µg/L,75,95
Northampton,2003,CITY OF BETHLEHEM,PA3480046,0.7,µg/L,"110,275",95
Northampton,2003,EATMA EAST ALLEN GDNS,PA3480021,0.7,µg/L,215,95
Northampton,2003,LOWER SAUCON AUTHORITY,PA3480027,0.7,µg/L,"5,400",95
Northampton,2003,HERITAGE VILLAGE MHP,PA3480089,0.7,µg/L,400,95
Northampton,2003,HILLENDALE-ON-THE-DELAWAR,PA3480026,0.25,µg/L,150,95
Northampton,2003,TUSCARORA VILLAGE,PA3480082,0.25,µg/L,225,95
Northampton,2003,PAW BLUE MOUNTAIN DIVISIO,PA3480055,0.7,µg/L,"23,613",95
Northampton,2003,SCHWEPS MOBILE HOME PARK,PA3480012,0.25,µg/L,102,95
Northampton,2003,CEDAR GROVE MOBILE HOME P,PA3480037,0.7,µg/L,65,95
Northampton,2003,MOUNTAINVIEW MHP,PA3480075,0.7,µg/L,335,95
Northampton,2003,DEL-AIRE MOBILE HOME PARK,PA3480007,0.7,µg/L,33,95
Northampton,2003,MEADOWBROOK MOBILE HOMES,PA3480008,0.7,µg/L,40,95
Northampton,2003,UTILITIES INC WESTGATE,PA3480024,0.7,µg/L,"2,054",95
Northampton,2003,PAW BANGOR DISTRICT,PA3480038,0.7,µg/L,"10,001",95
Northampton,2003,PORTLAND BORO AUTHORITY,PA3480059,0.25,µg/L,"1,100",95
Northampton,2003,EATMA 512 SYSTEM,PA3480814,0.7,µg/L,650,95
Northampton,2003,WALNUTPORT AUTHORITY,PA3480032,0.25,µg/L,"3,000",95
Northampton,2003,BERRY HOLLOW WATER CO,PA3480053,5,µg/L,90,95
Northampton,2003,SCOTTYS MANUFACTURED HOME,PA3480040,0.7,µg/L,65,95
Northampton,2003,AQUA PA WH CHRISTIAN SPRI,PA3480030,0.7,µg/L,153,95
Northampton,2003,MILLERS EDGEWOOD MHP,PA3480039,0.7,µg/L,78,95
Northumberland,2003,THE MEADOWS AT WATSONTOWN,PA4490025,0.25,µg/L,345,97
Northumberland,2003,D AND H TRAILER PARK,PA4490021,0.7,µg/L,55,97
Northumberland,2003,EAST CAMERON TWP MUN AUTH,PA4490011,0.7,µg/L,200,97
Northumberland,2003,MCEWENSVILLE MUNICIPAL AU,PA4490298,0.7,µg/L,282,97
Perry,2003,PFAUTZ HEIGHTS,PA7500030,7,µg/L,186,99
Perry,2003,PARADISE MHP,PA7500003,4,µg/L,548,99
Perry,2003,VILLAGE SQUARE CONDIMINIU,PA7500009,11,µg/L,48,99
Perry,2003,CARSON LONG INST,PA7500039,0.5,µg/L,250,99
Perry,2003,DUNCANNON MUNI WATER,PA7500019,6.25,µg/L,"2,000",99
Perry,2003,SUNSHINE HILLS WATER CO,PA7500015,0.5,µg/L,246,99
Perry,2003,COUNTRYSIDE MHP,PA7500034,0.7,µg/L,60,99
Perry,2003,PETERSBURG COMMONS WATER,PA7500016,6.25,µg/L,100,99
Perry,2003,LOYSVILLE YOUTH DEV CTR,PA7500031,2.25,µg/L,249,99
Perry,2003,CREEKVIEW FARMS MHP,PA7500006,30.5,µg/L,450,99
Perry,2003,MEADOWVIEW VILLAGE MHP,PA7500013,0.5,µg/L,50,99
Perry,2003,NEWPORT BORO WATER AUTH,PA7500022,4.45,µg/L,"2,812",99
Perry,2003,ORCHARD HILLS MHP,PA7500010,0.7,µg/L,234,99
Perry,2003,PFAUTZ APTS,PA7500024,8.5,µg/L,234,99
Perry,2003,MILLERSTOWN BORO WATER,PA7500021,0.7,µg/L,676,99
Perry,2003,FOX HOLLOW EST MHP,PA7500023,0.5,µg/L,50,99
Perry,2003,BLOOMFIELD BORO WATER AUT,PA7500012,0.5,µg/L,"1,170",99
Perry,2003,HILLSIDE MANOR APTS,PA7500025,19,µg/L,88,99
Philadelphia,2003,PHILADELPHIA WATER DEPART,PA1510001,0.7,µg/L,"1,600,000",101
Pike,2003,MUNI AUTH OF BORO OF MATA,PA2520044,0.7,µg/L,"2,700",103
Pike,2003,POC MTN LAKE EST SECT 1 4,PA2520089,0.7,µg/L,140,103
Pike,2003,TRANQUILITY FALLS WEST SI,PA2520040,0.5,µg/L,80,103
Pike,2003,RUSTIC ACRES MHP,PA2520042,0.7,µg/L,170,103
Pike,2003,PA AMERICAN MARCEL LAKES,PA2520035,0.7,µg/L,"1,024",103
Pike,2003,HITCHING POST ASSOC,PA2520048,0.7,µg/L,90,103
Pike,2003,TAMIMENT RESORT,PA2520070,0.7,µg/L,"2,280",103
Pike,2003,LK WALLENPAUPACK EST WELL,PA2520075,0.7,µg/L,50,103
Pike,2003,MILFORD LANDING,PA2520085,0.25,µg/L,340,103
Pike,2003,LK WALLENPAUPACK EST WELL,PA2520106,0.7,µg/L,25,103
Pike,2003,TWIN LAKES WATER CO,PA2520051,0.7,µg/L,300,103
Pike,2003,SAW CREEK DEVELOPMENT,PA2520062,0.7,µg/L,"9,738",103
Pike,2003,WHEATFIELD VILLAGE,PA2520087,0.25,µg/L,35,103
Pike,2003,PINE RIDGE SYSTEM,PA2520096,0.25,µg/L,"3,923",103
Pike,2003,ALL SEASONS WATER CO,PA2520056,0.7,µg/L,85,103
Pike,2003,POCONO MTN LAKE ESTATES S,PA2520058,0.7,µg/L,150,103
Pike,2003,FAWN LAKE FOREST WATER CO,PA2520037,1.57,µg/L,"6,533",103
Pike,2003,LAUREL LANE WELL 1,PA2520201,0.5,µg/L,87,103
Pike,2003,TAFTON WATER CO WILSON HI,PA2520061,0.7,µg/L,80,103
Pike,2003,MOON VALLEY FALLS,PA2520103,0.7,µg/L,120,103
Pike,2003,POCONO RANCHLANDS SECT 4,PA2520054,0.25,µg/L,225,103
Pike,2003,MILFORD WATER AUTHORITY,PA2520046,0.7,µg/L,"2,400",103
Pike,2003,HEMLOCK FARMS (MAIN),PA2520033,0.7,µg/L,"8,120",103
Pike,2003,PIKE COUNTY CORRECTIONAL,PA2520107,0.7,µg/L,376,103
Pike,2003,KILLIAM TRACT,PA2520073,0.25,µg/L,39,103
Pike,2003,PA AMERICAN WATER WILD AC,PA2520034,0.7,µg/L,"3,455",103
Pike,2003,OAK MANOR ESTATES,PA2520095,0.25,µg/L,50,103
Pike,2003,LK WALLENPAUPACK EST WELL,PA2520105,0.7,µg/L,25,103
Pike,2003,CRESCENT LAKE COMMUNITY A,PA2520086,0.7,µg/L,80,103
Pike,2003,LAUREL WOODS MOBILE HOME,PA2520031,0.25,µg/L,70,103
Pike,2003,GRAMPAS WOODS ESTATES,PA2520005,0.25,µg/L,45,103
Pike,2003,MILFORD SENIOR CARE,PA2520052,0.25,µg/L,110,103
Pike,2003,POCONO MOUNTAIN LAKE FORE,PA2520050,0.7,µg/L,175,103
Pike,2003,DEERHAVEN WHITE BEAUTY VI,PA2520110,0.7,µg/L,53,103
Pike,2003,THE ESCAPE,PA2520036,3.47,µg/L,"1,100",103
Pike,2003,HAPPY HOLLOW,PA2520100,0.25,µg/L,150,103
Potter,2003,CHARLES COLE MEMORIAL HOS,PA6530015,0.5,µg/L,60,105
Potter,2003,AUSTIN BOROUGH,PA6530005,0.5,µg/L,700,105
Potter,2003,GENESEE TWP WATER AUTHORI,PA6530011,0.25,µg/L,450,105
Potter,2003,ROULETTE TWP AUTHORITY WA,PA6530007,0.25,µg/L,972,105
Potter,2003,NORTHERN TIER CHILDRENS H,PA6530001,4,µg/L,45,105
Potter,2003,SHINGLEHOUSE BORO WATER D,PA6530013,0.5,µg/L,"1,243",105
Schuylkill,2003,MAHANOY TWP AUTH,PA3540011,4,µg/L,"7,300",107
Schuylkill,2003,PINE GROVE BORO WATER SYS,PA3540037,4,µg/L,"3,170",107
Schuylkill,2003,HAPPY VALLEY MOBILE HOME,PA3540059,0.7,µg/L,30,107
Schuylkill,2003,NUREMBURG WATER CO,PA3540023,0.25,µg/L,340,107
Schuylkill,2003,T&T MHP,PA3540073,0.7,µg/L,40,107
Schuylkill,2003,SCMA-TREMONT,PA3540046,0.7,µg/L,"2,515",107
Schuylkill,2003,TAMAQUA AREA WATER AUTHOR,PA3540012,0.7,µg/L,"8,000",107
Schuylkill,2003,PINE TERRACE MOBILE HOME,PA3540042,0.7,µg/L,72,107
Schuylkill,2003,MOREA CITIZENS WATER COMP,PA3540021,4,µg/L,275,107
Schuylkill,2003,AUBURN MUNICIPAL AUTHOUIT,PA3540015,4,µg/L,940,107
Schuylkill,2003,SWATARA VILLAGE,PA3540062,4,µg/L,200,107
Schuylkill,2003,FRIENDLY NURSING HOME,PA3540003,4,µg/L,100,107
Schuylkill,2003,HEGINS HUBLEY AUTHORITY,PA3540047,4,µg/L,"3,870",107
Schuylkill,2003,FRIEDEN MANOR MHP,PA3540043,0.7,µg/L,350,107
Schuylkill,2003,PORT CLINTON WATER COOP A,PA3540025,5,µg/L,240,107
Schuylkill,2003,BLYTHE TWP MUNICIPAL AUTH,PA3540017,0.7,µg/L,"8,300",107
Schuylkill,2003,ORWIGSBURG MUNICIPAL WATE,PA3540024,4,µg/L,"3,000",107
Schuylkill,2003,LAKE WYNONAH MUNICIPAL AU,PA3540049,8,µg/L,"2,500",107
Schuylkill,2003,TOWER CITY AUTHORITY,PA3540045,4,µg/L,"3,150",107
Schuylkill,2003,ASHLAND AREA WATER AUTHOR,PA3540030,4,µg/L,"4,200",107
Schuylkill,2003,THE PINES AT WEST PENN,PA3540061,0.7,µg/L,600,107
Schuylkill,2003,MINERSVILLE MUNICIPAL WAT,PA3540035,0.7,µg/L,"6,547",107
Schuylkill,2003,MOUNTAIN WATER AUTHORITY,PA3540026,0.7,µg/L,495,107
Schuylkill,2003,LAUREL RIDGE,PA3540072,0.7,µg/L,55,107
Schuylkill,2003,SCHUYLKILL CO MUN AUTH,PA3540038,0.7,µg/L,"31,850",107
Schuylkill,2003,EAGLE ROCK UTILITIES,PA3540070,1,µg/L,600,107
Schuylkill,2003,SCMA PINEBROOK,PA3540054,4,µg/L,735,107
Schuylkill,2003,DEER LAKE CITIZENS ASSOC,PA3540036,4,µg/L,450,107
Schuylkill,2003,COUNTRY HILLS APTS,PA3540002,4,µg/L,40,107
Schuylkill,2003,RETREAT VILLAGE,PA3540058,0.7,µg/L,63,107
Schuylkill,2003,KLINE TOWNSHIP MUN AUTHOR,PA3540014,5.5,µg/L,"6,700",107
Schuylkill,2003,SCHUYLKILL HAVEN BORO WAT,PA3540041,4,µg/L,"9,500",107
Schuylkill,2003,ONEIDA,PA3540071,0.7,µg/L,300,107
Schuylkill,2003,WILDCAT PARK CORPORATION,PA3540053,4,µg/L,80,107
Schuylkill,2003,RINGTOWN BORO WATER DEPAR,PA3540039,4,µg/L,950,107
Schuylkill,2003,MARY D COMMUNITY ASSOCIAT,PA3540027,4,µg/L,175,107
Schuylkill,2003,SHENANDOAH MUN WATER AUTH,PA3540044,4,µg/L,"9,500",107
Schuylkill,2003,MELANIE MANOR MOBILE HOME,PA3540040,0.7,µg/L,150,107
Snyder,2003,PENN TOWNSHIP MUNICIPAL A,PA4550028,0.7,µg/L,150,109
Snyder,2003,MIDDLEBURG MUNICIPAL AUTH,PA4550016,0.5,µg/L,"2,032",109
Snyder,2003,PERRY TWP MUNICIPAL AUTH,PA4550018,0.7,µg/L,285,109
Snyder,2003,SELINSGROVE CENTER,PA4550800,0.5,µg/L,"1,280",109
Snyder,2003,SELINSGROVE MUN WATERWORK,PA4550005,0.25,µg/L,"5,430",109
Snyder,2003,AQUA PA KRATZERVILLE,PA4550008,3.5,µg/L,435,109
Snyder,2003,ADAMS TWP MUNICIPAL AUTHO,PA4550006,0.5,µg/L,225,109
Snyder,2003,AQUA PA MONROE TWP,PA4550009,0.7,µg/L,"2,400",109
Snyder,2003,KREAMER MUN AUTH,PA4550014,0.7,µg/L,980,109
Somerset,2003,HOOVERSVILLE MUNI AUTH,PA4560037,4,µg/L,879,111
Somerset,2003,CONEMAUGH TWP MUNI AUTH,PA4560048,4,µg/L,"6,375",111
Somerset,2003,CENTRAL CITY WATER AUTH,PA4560045,4,µg/L,"2,310",111
Somerset,2003,BROOK HAVEN ACRES,PA4560034,4,µg/L,41,111
Somerset,2003,SEVEN SPRINGS MUNI AUTH,PA4560024,0.5,µg/L,"2,500",111
Somerset,2003,MILFORD TWP MUNIC AUTH,PA4560014,4,µg/L,75,111
Somerset,2003,ROCKWOOD BORO MUNI AUTH,PA4560020,4,µg/L,"1,250",111
Somerset,2003,LINCOLN TWP MUNI AUTH,PA4560031,4,µg/L,"1,400",111
Somerset,2003,BERLIN BORO MUNI AUTH,PA4560029,0.5,µg/L,"2,450",111
Somerset,2003,STONEBRIDGE GARDENS MHP,PA4560006,4,µg/L,95,111
Somerset,2003,WINDBER AREA AUTH,PA4560013,4,µg/L,"9,454",111
Somerset,2003,JENNER TWP MUNI AUTH,PA4560017,4,µg/L,825,111
Somerset,2003,SOMERSET TWP M A FREIDENS,PA4560057,4,µg/L,88,111
Somerset,2003,WILBUR COMMUNITY WATER,PA4560050,4,µg/L,170,111
Somerset,2003,ADDISON AREA WATER AUTH,PA4560028,4,µg/L,380,111
Somerset,2003,SOMERSET TWP MUNI AUTH OA,PA4560046,4,µg/L,"3,650",111
Somerset,2003,JENNERSTOWN MUNI AUTH,PA4560038,4,µg/L,"2,625",111
Somerset,2003,SOMERSET TWP LISTIE WATER,PA4560002,4,µg/L,200,111
Somerset,2003,CAIRNBROOK IMPROVEMENT AS,PA4560021,4,µg/L,820,111
Somerset,2003,PINE CREST ESTATES MOBILE,PA4560039,4,µg/L,354,111
Somerset,2003,SOMERSET BORO MUNI WATER,PA4560042,4,µg/L,"8,500",111
Somerset,2003,BOSWELL BORO MUNI AUTH,PA4560030,0.5,µg/L,"1,580",111
Somerset,2003,GRAY AREA WATR AUTH OF JE,PA4560036,4,µg/L,389,111
Somerset,2003,HILLCREST MANOR ESTATES,PA4560053,4,µg/L,250,111
Somerset,2003,INDIAN LAKE BORO WATERWOR,PA4560025,4,µg/L,"1,134",111
Somerset,2003,Unknown,Unknown,4,µg/L,0,111
Sullivan,2003,DARWAY NURSING HOME,PA2570001,0.7,µg/L,100,113
Sullivan,2003,LAPORTE BOROUGH MUNC WATE,PA2570004,0.7,µg/L,325,113
Susquehanna,2003,NEW MILFORD MUNICIPAL AUT,PA2580019,0.7,µg/L,979,115
Susquehanna,2003,LAKE WALTER WATER ASSOCIA,PA2580032,0.7,µg/L,165,115
Susquehanna,2003,PA AMER WATER THOMPSON,PA2580026,0.7,µg/L,291,115
Susquehanna,2003,ELK MEADOWS,PA2580042,0.7,µg/L,96,115
Susquehanna,2003,LAKE RAYLEAN WATER ASSOCI,PA2580036,0.7,µg/L,47,115
Susquehanna,2003,PA AMER WATER CO MONTROSE,PA2580023,0.7,µg/L,"1,982",115
Susquehanna,2003,WEIDAS MOBILE HOME PARK,PA2580021,0.7,µg/L,77,115
Susquehanna,2003,OAKLAND BOROUGH WATER CO,PA2580025,0.25,µg/L,850,115
Susquehanna,2003,PA AMER WATER CO SUSQUEHA,PA2580024,0.7,µg/L,"3,034",115
Susquehanna,2003,VILLAGE OF FOUR SEASONS,PA2580039,0.7,µg/L,325,115
Susquehanna,2003,HARFORD WATER ASSOCIATION,PA2580027,0.7,µg/L,100,115
Susquehanna,2003,LAZYBROOK MOBILE HOME PAR,PA2580015,6,µg/L,51,115
Susquehanna,2003,GRACIOUS LIVING ESTATES,PA2580046,0.7,µg/L,77,115
Susquehanna,2003,WHITES MOBILE HOME PARK,PA2580001,0.7,µg/L,90,115
Susquehanna,2003,OAKLAND TRAILER PARK,PA2580035,0.7,µg/L,90,115
Tioga,2003,NEWTOWN HILL APARTMENTS,PA2590006,0.25,µg/L,50,117
Tioga,2003,GEORGE DEAR MHP,PA2590053,0.5,µg/L,90,117
Tioga,2003,WESTFIELD BOROUGH WATERWO,PA2590043,0.25,µg/L,"1,300",117
Tioga,2003,LAWRENCEVILLE BORO AUTHOR,PA2590050,0.25,µg/L,600,117
Union,2003,PINE VALLEY MOBILE HOME C,PA4600003,0.25,µg/L,425,119
Union,2003,ROLLING HILLS MANOR,PA4600005,4,µg/L,117,119
Venango,2003,VENANGO WATER CO,PA6610014,2.5,µg/L,600,121
Venango,2003,CLINTONVILLE BORO WTP,PA6610016,0.5,µg/L,587,121
Venango,2003,D AND S ESTATES,PA6610033,0.5,µg/L,93,121
Venango,2003,PLEASANTVILLE BOROUGH WAT,PA6610025,0.5,µg/L,"1,100",121
Venango,2003,ROCKY RIDGE VILLAGE,PA6610032,0.5,µg/L,100,121
Venango,2003,POLK CENTER,PA6610010,0.7,µg/L,"1,300",121
Venango,2003,COOPERSTOWN WATER COMPANY,PA6610017,0.7,µg/L,400,121
Venango,2003,SUGARCREEK WATER CO,PA6610029,0.7,µg/L,250,121
Venango,2003,COUNTRY ESTATES MHP,PA6610038,0.5,µg/L,69,121
Warren,2003,AQUA PA CLARENDON,PA6620021,11,µg/L,800,123
Warren,2003,PINE GROVE TWP WATER SYST,PA6620029,0.5,µg/L,640,123
Warren,2003,WILDERNESS MHP,PA6620019,0.5,µg/L,250,123
Warren,2003,YOUNGSVILLE MUN WATERWORK,PA6620039,0.5,µg/L,"2,100",123
Warren,2003,CHANDLERS VALLEY MHP,PA6620043,0.5,µg/L,50,123
Warren,2003,PLEASANT VALLEY MHP,PA6620038,0.5,µg/L,210,123
Warren,2003,WARREN STATE HOSPITAL,PA6620034,0.5,µg/L,"1,300",123
Washington,2003,ELLSWORTH BORO WATER DEPT,PA5630044,0.5,µg/L,"1,250",125
Wayne,2003,WALLENPAUPACK LAKE ESTATE,PA2640036,1.56,µg/L,"2,200",127
Wayne,2003,SUNRISE TERRACE MOBILE HO,PA2640004,8,µg/L,144,127
Wayne,2003,PAUPACKAN LAKE ESTATES,PA2640048,1.56,µg/L,800,127
Wayne,2003,CHERRY HILL MOBILE HOME C,PA2640024,0.7,µg/L,86,127
Wayne,2003,HOLIDAY PARK,PA2640010,0.7,µg/L,100,127
Wayne,2003,BETHANY VILLAGE,PA2640065,0.25,µg/L,99,127
Wayne,2003,AQUA PA GOULDSBORO,PA2640022,0.7,µg/L,350,127
Wayne,2003,NEVILLES MOBILE HOME COUR,PA2640006,0.7,µg/L,85,127
Wayne,2003,PINE GROVE ESTATES,PA2640049,2.03,µg/L,263,127
Wayne,2003,PARADISE POINT,PA2640052,0.25,µg/L,300,127
Wayne,2003,BUCKINGHAM ESTATES,PA2640063,0.7,µg/L,57,127
Wayne,2003,WOODLYN RESIDENCES,PA2640055,0.7,µg/L,35,127
Wayne,2003,ORCHARD GROVE MHP,PA2640299,2.35,µg/L,66,127
Wayne,2003,WOODLAND HILLS,PA2640051,0.7,µg/L,320,127
Wayne,2003,HIMALAYAN INSTITUTE,PA2640057,2.42,µg/L,124,127
Wayne,2003,ARNOLD APARTMENTS,PA2640042,0.7,µg/L,44,127
Wayne,2003,INDIAN ROCKS POA,PA2640047,7.94,µg/L,"1,100",127
Wayne,2003,THE DEVEREUX FOUNDATION,PA2640014,0.25,µg/L,89,127
Wayne,2003,HOLLISTER HEIGHTS MHP,PA2640064,0.7,µg/L,60,127
Wayne,2003,AQUA PA HONESDALE,PA2640018,5.88,µg/L,"5,500",127
Wayne,2003,LAKE WALLENPAUPACK SANDY,PA2640023,0.94,µg/L,500,127
Wayne,2003,ROAMINGWOOD SEWER AND WAT,PA2640025,0.5,µg/L,"7,105",127
Westmoreland,2003,HILLVIEW ESTATES,PA5650095,0.5,µg/L,50,129
Westmoreland,2003,MAWC FURNACE RUN,PA5650031,0.5,µg/L,"3,100",129
Westmoreland,2003,WATERFORD WATERWORKS,PA5650037,0.7,µg/L,500,129
Westmoreland,2003,HIGHRIDGE WATER AUTH,PA5650069,4,µg/L,"12,000",129
Westmoreland,2003,LITTLE ACRES MHP,PA5650012,0.7,µg/L,51,129
Westmoreland,2003,PINE GARDEN APARTMENTS,PA5650026,0.7,µg/L,40,129
Wyoming,2003,DYMONDS MHP,PA2660024,0.7,µg/L,90,131
Wyoming,2003,WESTGATE WATER SYSTEM,PA2660015,6,µg/L,150,131
Wyoming,2003,TUNKHANNOCK BORO MUNIC AU,PA2660014,5.93,µg/L,"2,240",131
Wyoming,2003,COPPER KETTLE MHP,PA2660008,6,µg/L,62,131
Wyoming,2003,MT AIRY LAKEVIEW ESTATES,PA2660023,3,µg/L,35,131
Wyoming,2003,FREEMANS MHP,PA2660037,0.7,µg/L,100,131
Wyoming,2003,MESHOPPEN TOWNHOUSE APTS,PA2660044,0.7,µg/L,69,131
Wyoming,2003,WINOLA WATER CO,PA2660004,0.7,µg/L,130,131
Wyoming,2003,OLD ORCHARD APTS,PA2660043,0.7,µg/L,40,131
Wyoming,2003,EATON SEWER & WATER CO,PA2660039,20,µg/L,245,131
Wyoming,2003,MEHOOPANY TWP MUNICIPAL A,PA2660020,0.7,µg/L,100,131
Wyoming,2003,UNITED WATER PA NOXEN,PA2660012,6,µg/L,315,131
Wyoming,2003,WHITES FERRY ROAD APTS,PA2660042,7,µg/L,44,131
Wyoming,2003,AQUA PA WASHINGTON PARK,PA2660016,0.7,µg/L,300,131
Wyoming,2003,WINOLA VIEW APTS,PA2660047,0.7,µg/L,25,131
Wyoming,2003,NICHOLSON BORO AUTH,PA2660011,0.7,µg/L,584,131
Wyoming,2003,BUNKER HILL WATER CO,PA2660018,0.7,µg/L,165,131
Wyoming,2003,LACEYVILLE WATER CO,PA2660019,7,µg/L,476,131
Wyoming,2003,MESHOPPEN BOROUGH WATER C,PA2660010,0.7,µg/L,500,131
Wyoming,2003,AQUA PA FACTORYVILLE,PA2660036,0.7,µg/L,550,131
Wyoming,2003,AQUA PA RIVERCREST,PA2660017,7.5,µg/L,538,131
York,2003,STONEY RUN APT,PA7670128,9.4,µg/L,40,133
York,2003,J & A MHP,PA7670003,0.7,µg/L,140,133
York,2003,WRIGHTSVILLE BORO MUNI AU,PA7670097,0.5,µg/L,"4,040",133
York,2003,NEWBERRY SYS,PA7670061,4,µg/L,"4,926",133
York,2003,SHREWSBURY MUNICIPAL WATE,PA7670088,0.5,µg/L,"4,584",133
York,2003,WHISPERING PINES MHP,PA7670110,0.5,µg/L,97,133
York,2003,BROOKHAVEN MHP,PA7670098,2.5,µg/L,350,133
York,2003,FRANKLINTOWN BORO MUNI AU,PA7670113,0.5,µg/L,705,133
York,2003,WEST MANCHESTER TWP AUTH,PA7670101,2.56,µg/L,"9,800",133
York,2003,WEBBS MHP,PA7670066,0.5,µg/L,45,133
York,2003,WALMAR MANOR MHP,PA7670005,0.7,µg/L,400,133
York,2003,DEERFIELD VILLAGE MHP,PA7670040,0.5,µg/L,100,133
York,2003,MEADOWBROOK MHP,PA7670024,0.7,µg/L,330,133
York,2003,JAMES DORWART APTS,PA7670138,5.7,µg/L,226,133
York,2003,CONEWAGO VALLEY MHP,PA7670021,0.5,µg/L,225,133
York,2003,HEIDELBERG WATER COOP ASS,PA7670051,0.7,µg/L,90,133
York,2003,DILLSBURG AREA AUTHORITY,PA7670071,0.5,µg/L,"5,890",133
York,2003,NEWBERRY EST,PA7670119,2.5,µg/L,420,133
York,2003,RESTLESS OAKS VILLAGE MHP,PA7670041,0.5,µg/L,76,133
York,2003,AUDUBON PARK,PA7670121,0.7,µg/L,110,133
York,2003,LLEWELLYNS MHP,PA7670006,0.7,µg/L,250,133
York,2003,GLEN ROCK WATER AUTH,PA7670050,4,µg/L,"2,100",133
York,2003,MARGARETTA MHP,PA7670105,0.5,µg/L,165,133
York,2003,NEWBERRY FARMS COMM WATER,PA7670111,2.5,µg/L,350,133
York,2003,ORCHARD HILLS ASSOC MHP,PA7670108,0.5,µg/L,50,133
York,2003,PARADISE MHP,PA7670036,0.5,µg/L,280,133
York,2003,AMBER HILL MHP,PA7670125,0.5,µg/L,80,133
York,2003,NORTHWOOD MANOR MHP,PA7670102,2.5,µg/L,230,133
York,2003,SHALAKO RUN MHP,PA7670034,0.7,µg/L,125,133
York,2003,CRALEY MHP,PA7670038,0.5,µg/L,35,133
York,2003,COLLINSVILLE MHP,PA7670067,0.7,µg/L,60,133
York,2003,LAURELWOOD MHP,PA7670027,0.5,µg/L,50,133
York,2003,DELTA BORO WATER SYS,PA7670070,0.7,µg/L,"1,300",133
York,2003,STEWARTSTOWN BORO WATER A,PA7670062,0.7,µg/L,"4,134",133
York,2003,YORK WATER CO,PA7670100,4,µg/L,"159,623",133
York,2003,MOUNTAIN VIEW TERRACE,PA7670025,0.7,µg/L,350,133
York,2003,DOVER TWP WATER SYS,PA7670073,0.5,µg/L,"14,640",133
York,2003,OAKWOOD HEIGHTS MHP,PA7670114,0.5,µg/L,85,133
York,2003,NEW FREEDOM BORO WATER AU,PA7670082,0.5,µg/L,"3,500",133
York,2003,HANOVER MUNI WATER WORKS,PA7670076,0.7,µg/L,"36,576",133
York,2003,COUNTRYVIEW MHP,PA7670129,7,µg/L,150,133
York,2003,NEW LIFE FOR GIRLS,PA7670122,0.5,µg/L,80,133
Adams,2002,EAGLE VIEW MHP,PA7010055,0.7,µg/L,126,1
Adams,2002,NEW OXFORD MUNI AUTH,PA7010025,0.5,µg/L,"4,519",1
Adams,2002,CASTLE HILL MHP,PA7010014,8,µg/L,120,1
Adams,2002,LITTLESTOWN BORO,PA7010022,0.7,µg/L,"4,000",1
Allegheny,2002,SHARPSBURG BORO WATER DEP,PA5020052,0.5,µg/L,"3,594",3
Allegheny,2002,WEST VIEW BORO MUNI AUTH,PA5020043,0.7,µg/L,"200,000",3
Allegheny,2002,BRADDOCK BORO WATER AUTH,PA5020007,0.5,µg/L,"2,500",3
Allegheny,2002,W ALLEGHENY CNTY MUNI AUT,PA5020034,0.7,µg/L,"12,502",3
Allegheny,2002,FINDLAY TWP MUNICIPAL AUT,PA5020078,0.5,µg/L,"5,145",3
Allegheny,2002,WILKINSBURG-PENN JT WATER,PA5020056,0.5,µg/L,"120,000",3
Allegheny,2002,FAWN FRAZER JT WATER AUTH,PA5020076,0.5,µg/L,"4,504",3
Allegheny,2002,CENTURY TOWNHOMES ASSN,PA5020020,0.7,µg/L,"1,300",3
Allegheny,2002,NEVILLE TWP WATER DEPT,PA5020029,0.7,µg/L,"1,200",3
Allegheny,2002,ASPINWALL BORO WATER DEPT,PA5020003,0.5,µg/L,"2,960",3
Allegheny,2002,ROBINSON TWP MUNI AUTH,PA5020045,0.5,µg/L,"12,289",3
Allegheny,2002,BRACKENRIDGE BORO WATER D,PA5020006,0.5,µg/L,"3,543",3
Allegheny,2002,OAKMONT BORO MUNI AUTH,PA5020036,0.5,µg/L,"37,851",3
Allegheny,2002,MONROEVILLE MUNICIPAL AUT,PA5020027,0.5,µg/L,"29,169",3
Allegheny,2002,PLUM BORO MUNI AUTH,PA5020041,0.5,µg/L,"25,500",3
Allegheny,2002,EDGEWORTH BORO MUNI AUTH,PA5020015,0.5,µg/L,"5,000",3
Allegheny,2002,PA AMER WATER CO-PITTSBUR,PA5020039,0.7,µg/L,"660,000",3
Allegheny,2002,RICHLAND TWP MUNI AUTH,PA5020018,0.7,µg/L,"8,994",3
Allegheny,2002,OAKDALE BORO WATER DEPT,PA5020067,0.7,µg/L,"1,551",3
Allegheny,2002,ALEPPO TWP AUTH,PA5020070,0.7,µg/L,"1,350",3
Armstrong,2002,PA-AMERICAN WATER CO-KITT,PA5030008,2,µg/L,"6,200",5
Armstrong,2002,KITTANNING SUBURB JT WATE,PA5030043,0.7,µg/L,"6,000",5
Armstrong,2002,WEST KITTANNING MUNI AUTH,PA5030045,0.7,µg/L,"2,000",5
